"NUTS","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027"
ITF44,,,,,,,,,,,,,,,,32253.34,34000.24,35178.81,33871,33645.270000000004,33373.96,34687.28,34419.03,34732.75,34980.200000000004,35600,35830.62,35358.06,33891.63,33804.64,35039.24,35608.41,34720.36,34227.590000000004,33710.8,33368.78,32786.270000000004,32283.100000000002,32450.79,32903.26,30772.68,32142.86,32129.440000000002,30876.15,31817.25,32103.61,32408.96,32556.46
ITF45,,,,,,,,,,,,,,,,32250,33993.87,35176.28,33871.590000000004,33645.43,35672.22,36200.75,36052.01,36605.29,37418.93,37998.26,37664.4,37490.5,37379.41,36853.35,37243.450000000004,37206.520000000004,35673.33,35519.6,35207.74,35073.9,34831.36,34213.92,33964.22,34438.8,31968.84,32956.06,32822.23,31524.59,32487.350000000002,32779.12,33087.88,33240.12
ITF46,,,,,,,,,,,,,,,,32250.510000000002,33994.07,35177.090000000004,33873.94,33646.66,35163.1,35428.9,34820.01,35113.96,35133.43,35916,35960.67,35579.63,34835.35,35373.74,36612.66,36374.43,34885.39,34367.94,33914.75,33436.43,32892.26,32461.32,33238.13,33788.42,31336.74,32507.13,32547.34,31428.09,32386.690000000002,32676.39,32985.42,33136.85
ITF47,,,,,,,,,,,,,,,,32250.010000000002,33993.97,35177.41,33872.19,33646.14,32792.41,32896.36,32851.18,33458.73,34004.18,33910.43,33731.090000000004,33947.020000000004,33926.93,32990.44,34283.340000000004,33875.86,32933.63,32901.95,32406.8,32298.940000000002,31824.72,31331.99,31671.43,32111.8,29793.84,30950.690000000002,31003.43,29871.86,30784.66,31060.03,31353.81,31497.11
ITF48,,,,,,,,,,,,,,,,32250.33,33991.85,35176.47,33871.21,33645.55,35470.950000000004,35610.58,35550,36293.48,36906.63,36660.54,36676.36,36914.39,36660.38,35632.340000000004,37095.590000000004,36658.090000000004,35210.590000000004,35011.29,34509.8,34540.54,33935.94,33400.23,34136.63,34898.33,32388.15,33550.3,33501.16,32151.52,33137.19,33436.35,33750,33905.340000000004
ITF5,,,,,,,,,,,,,,,,36898.6,38538.07,39209.63,37339.25,37331.94,36265.36,35995.99,35868.85,35452.21,36209.67,36885.96,37122.13,37054.35,36503.33,36268.56,36735.29,35577.17,33759.33,33542.2,34006.07,34824.38,34156.89,33529.25,33607.48,33889.71,31451.33,32542.11,32232.7,31571.81,32347.29,32638.34,32947.33,33099.11
ITF51,,,,,,,,,,,,,,,,36899.71,38536.42,39207.5,37338.770000000004,37333.99,36317.35,36160.99,36296.37,36078.73,37266.74,37330.57,37808.29,37527.35,36838.24,36152.270000000004,36681.67,35524.28,33583.98,33248.03,33754.91,34473.91,33752.11,33198.53,33309.38,33565.4,31154.08,32369.61,32030.49,31435.14,32206.670000000002,32495.47,32801.24,32952.6
ITF52,,,,,,,,,,,,,,,,36896.39,38541.520000000004,39211.69,37342.38,37328.04,36163.67,35692.6,35132.14,34397.590000000004,34452.17,36108.700000000004,35935.48,36232.97,35921.53,36475.73,36836.44,35675.56,34094.020000000004,34119.47,34485.65,35528.38,34978.590000000004,34177.69,34168.63,34498.06,32023.9,32863.98,32606,31820.04,32602.690000000002,32897.86,33212.73,33365.3
ITF6,,,,,,,,,,,,,,,,32141.23,33774.96,34629.17,33643.71,34131.520000000004,34201.590000000004,33138.49,32532.36,32108.15,31973.29,32706.24,32857.05,33196.21,33461.76,33028.39,32861.89,32405.46,31349.920000000002,31249.71,30973.23,30625.61,30705.84,30664.3,30805.05,31204.04,29428.71,30466.93,30318.43,29150.64,29561.010000000002,29826.27,30107.93,30245.99
ITF61,,,,,,,,,,,,,,,,32141.38,33773.99,34628.36,33644.19,34132.1,33357.45,32823.1,32335.46,31803.46,31801.45,32608.79,32795.26,33522.54,34149.3,33436.05,33271.97,32861.62,31860.780000000002,32046.34,31782.46,31422.21,31592.54,31484.36,31450.03,31858.010000000002,30015.100000000002,31017.600000000002,30915.940000000002,29706.850000000002,30124.940000000002,30394.22,30681.02,30822.58
ITF62,,,,,,,,,,,,,,,,32145.100000000002,33770.69,34624.71,33642.9,34126.44,35723.08,33092.96,32567.71,32294.12,32563.780000000002,33673.32,32276.54,31825.88,33187.05,32522.5,33013.020000000004,32523.08,31480.72,31243.46,31115.9,31061.99,30878.31,30849.87,31037.84,31398.920000000002,29963.07,30936.46,30449.86,29753.350000000002,30168.600000000002,30436.37,30725.43,30871.93
ITF63,,,,,,,,,,,,,,,,32141.43,33772.92,34630.89,33643.85,34130.79,32853.74,32013.920000000002,31856.38,31877.38,31893.86,31894.14,31581.010000000002,32162.91,31962.36,32101.05,31639.87,32221.98,31203.79,31140.41,30684.98,29852.39,30055.25,30094.510000000002,30023.68,30292.24,28626.31,29610.86,29333.33,28070.440000000002,28466.7,28722.56,28995.96,29126.670000000002
ITF64,,,,,,,,,,,,,,,,32143.4,33789.97,34632.19,33640.45,34131.75,35131.66,35313.25,34294.44,33886.24,33805.19,34697.13,35042.67,34789.33,34427.42,35141.24,35705.200000000004,33940.340000000004,32941.18,32933.13,32221.88,32006.04,32481.82,32064.9,32210.21,32241.79,30466.670000000002,31619.34,31362.02,29868.57,30289.16,30565.3,30850.65,30989.8
ITF65,,,,,,,,,,,,,,,,32140.06,33774.29,34630.06,33643.35,34131.68,35804.48,33884.12,32795.82,32123.66,31560.030000000002,32569.66,33428.36,33501.12,33502.21,32765.54,32447.49,31514.350000000002,30363,29943.52,29841.04,29707.38,29590.4,29653.82,30140.55,30712.850000000002,28843.57,29958.16,29997.53,28903.46,29311.41,29572.65,29850.98,29989.13
ITG,,,,,,,,,,,,,,,,34939.19,35828.78,36455.55,35156.12,35507.96,36020.38,36284.62,35790.950000000004,35465.86,36034.340000000004,36021.47,36385.68,36276.55,36450.29,35973.950000000004,36054.25,35354.53,34252.12,34127.07,33525.23,33505.090000000004,32938.33,32955.12,33006.22,33333.08,31348.36,32354.98,32323.33,31100.11,31021.72,31299.940000000002,31595.57,31740.55
ITG1,,,,,,,,,,,,,,,,34523.31,35440.42,36026.55,34816.15,35184.06,35758.23,36164.16,35737.03,35337,36032.46,35868.55,36366.42,36291.020000000004,36503.31,35996.75,36029.81,35373.74,34182.75,34081.37,33496.15,33532.37,32999.37,33157.71,33130.54,33435.65,31404.34,32437.530000000002,32385.88,31152.350000000002,30877.21,31154.100000000002,31448.3,31592.57
ITG11,,,,,,,,,,,,,,,,34525.840000000004,35439.46,36026.29,34817.21,35181.76,37986.98,39627.340000000004,38296.07,37351,37639.48,38341.78,40171.37,38686.14,39586.24,38046.04,37383.88,36789.25,35642.22,35492.06,34929.71,35077.450000000004,34897.82,34981.78,35790.78,36139.26,33705.53,34676.4,34522.32,32989.2,32698.89,32991.770000000004,33302.28,33453.86
ITG12,,,,,,,,,,,,,,,,34523.29,35439.590000000004,36026.17,34816.43,35184.46,35410.37,35285.05,35331.58,35389.62,36701.93,35426.87,36134.54,36685.53,36076.450000000004,35914.66,35842.37,34416.23,33320.07,33139.95,32708.850000000002,32729.530000000002,32209.81,32272.66,32002.48,32461.81,30524.93,31614.5,31610.170000000002,30530.760000000002,30261.28,30532.55,30821.170000000002,30961.98
ITG13,,,,,,,,,,,,,,,,34523.1,35441,36026.79,34815.82,35183.44,37144.61,36545.89,36090.67,35605.57,36207.47,36159.57,36430.14,36141.67,37217.64,35752.61,35379.950000000004,35614.53,34461.840000000004,34468.49,33727.72,33811.97,33351.46,33518.87,33028.33,33165.42,31461.21,32425.9,32178.22,30933.2,30658.98,30934.08,31225.72,31369.5
ITG14,,,,,,,,,,,,,,,,34521.03,35441.270000000004,36027.37,34816.95,35183.31,38581.94,38277.85,37670.6,37109.090000000004,38387.8,37937.43,40398,40526.200000000004,39756.1,39810.04,38804.71,38879.62,37265.63,36489.08,35375.3,35316.9,34948.6,35236.19,35362.87,36084.35,33769.8,34724.69,34621.43,33451.54,33156.22,33453.83,33769.61,33922.4
ITG15,,,,,,,,,,,,,,,,34522.97,35440.69,36026.200000000004,34811.72,35185.82,37429.35,38007.49,37019.71,36555.36,36750,36467.37,35382.91,35886.1,35982.32,36552.68,36596.46,35111.9,33875.23,33707.32,32975.840000000004,33057.73,32631.68,33424.66,33247.06,33677.23,31285.16,32384.91,32236.79,31028.83,30750.99,31029.87,31323.65,31468.39
ITG16,,,,,,,,,,,,,,,,34521.41,35444.44,36023.08,34815.36,35187.46,37691.840000000004,38451.520000000004,37531.98,36636.62,36679.25,35716.22,37022.22,38245.23,37196.24,38680.79,39465.47,37759.64,36492.58,36358.9,35447.200000000004,35717.950000000004,35095.54,35205.05,35192.18,35413.11,33577.18,34692.57,34187.9,32961.9,32670.73,32966.43,33279.18,33427.12
ITG17,,,,,,,,,,,,,,,,34524.04,35439.840000000004,36026.74,34816.270000000004,35184.22,35092.12,36324.62,35576.74,34780.53,34936.64,35853.24,35437.78,35627.44,36348.47,35898.4,36051.64,35311.21,34062.18,34196.24,33698.14,33606.46,32844.270000000004,33015.090000000004,32933.89,33147.78,31091.49,32144.530000000002,32230.36,30846.350000000002,30574.02,30848.05,31139.32,31282.06
ITG18,,,,,,,,,,,,,,,,34523.88,35439.05,36026.54,34817.81,35184.94,32478,33339.24,33974.61,34538.55,36034.4,34669.01,34439.43,33627.12,33509.07,34080.41,35626.49,34746.41,33690.45,33663.340000000004,33164.590000000004,33210.2,32654.5,32701.780000000002,33371.67,33476.42,31205.78,32148.84,32110.86,31023.39,30748.66,31021.53,31317.29,31463.08
ITG19,,,,,,,,,,,,,,,,34522.2,35442.53,36027.76,34816.54,35183.65,32760.49,32883.13,32433.66,31903.190000000002,32150.38,32993.57,34051.020000000004,32740.96,33956.03,32131.850000000002,32660.16,33454.83,32363.920000000002,32305.43,31759.91,31981.15,31459.43,31580.61,31824.31,32034.56,30217.05,31304.4,31295.74,30108.08,29844.79,30112.97,30396.9,30538.45
ITG2,,,,,,,,,,,,,,,,36140.31,36947.46,37670.56,36116.8,36400.07,36733.49,36609.85,35937.520000000004,35812.37,36039.36,36435.68,36438.56,36236.94,36304.97,35912.29,36119.76,35302.63,34436.12,34246.94,33602.03,33433.72,32779.78,32438.71,32697.09,33080,31209.31,32152.780000000002,32169.14,30970.77,31386.95,31668.54,31967.760000000002,32114.530000000002
ITG2D,,,,,,,,,,,,,,,,36141.54,36948.520000000004,37672.340000000004,36116.11,36399.450000000004,37911.07,36738.85,35730.17,35727.200000000004,35911.91,35587.5,35439.22,35194.71,34985.47,34739.97,35047.36,35535.38,34683.67,34551.56,33862.21,33628.48,32977.62,32636.36,33135.07,33512.840000000004,31669.99,32382.65,32386.030000000002,31176.83,31595.21,31879.3,32179.49,32326.66
ITG2E,,,,,,,,,,,,,,,,36137.79,36950.28,37672.05,36114.57,36402.42,36387.48,36522.33,35890.94,35449.200000000004,35714.54,36522.36,36667.26,36552.96,36050.94,36184.11,37879.92,37926.590000000004,36772.46,36539.090000000004,35770.19,35850.41,35187.37,34765.06,34696.43,35219.61,33223.55,34257.2,33920.520000000004,32700.73,33139.78,33434.06,33751.33,33908.83
ITG2F,,,,,,,,,,,,,,,,36141.91,36945.98,37669.9,36115.32,36399.48,32366.170000000002,32691.29,32437.55,32650.11,33061.05,33842.18,33813.9,33290.53,34575.46,33934.19,33849.39,32411.280000000002,31647.77,31453.48,30929.260000000002,30734.83,30018.21,29854.56,30447.97,30886.71,29165.170000000002,30272.73,30379.420000000002,29324.37,29716.86,29983.93,30268.21,30406.48
ITG2G,,,,,,,,,,,,,,,,36137.090000000004,36947.98,37670.69,36120.39,36400.93,45810.17,45239.200000000004,42993.99,42184.87,42256.76,43127.03,42917.55,42214.85,41528.74,39640.450000000004,40385.06,38078.87,37220.96,37122.450000000004,35690.54,35732.76,35161.47,34354.840000000004,34232.8,34276.49,32486.84,33498.72,33589.29,32352.79,32789.13,33085.29,33399.75,33552.020000000004
ITG2H,,,,,,,,,,,,,,,,36139.83,36947.38,37666.42,36118.38,36399.770000000004,40050.16,40627.69,39941.090000000004,39477.88,39460.96,39801.82,40234.14,41028.57,40149.21,40282.770000000004,39606.82,37685.54,37003.090000000004,36703.13,36405.75,36200.96,35912.840000000004,35309.82,34779.28,35065.28,32842.11,33625.72,33726.090000000004,32228.41,32664.48,32956.18,33265.39,33419.74
ITH,,,,,,,,,,,,,,,,40258.48,40851.76,41554.82,39994.41,40168.07,40364.71,40210.39,40008.03,40109.590000000004,40559.91,40590.08,40354.19,40234.520000000004,40379.11,39792.87,40615.98,40532.62,39474.39,39426.340000000004,39313.75,39615.39,39486.14,39444.03,39516.49,39587.66,37626.33,39788.08,39682.42,38415.73,39091.340000000004,39442.06,39814.61,39997.15
ITH1,,,,,,,,,,,,,,,,42375.700000000004,43079.04,43066.14,42091.14,42048.590000000004,42758.28,42845.090000000004,42966.68,43310.04,44214.29,43757.07,43476.72,43034.29,44245.35,43992.36,44528.71,44187.17,43809.520000000004,43620.090000000004,43568.450000000004,43788.24,43559.26,43983.4,43635.19,43915.3,42922.4,45293.3,44925.090000000004,44521.6,45196.98,45605.28,46035.590000000004,46245.71
ITH10,,,,,,,,,,,,,,,,42375.700000000004,43079.04,43066.14,42091.14,42048.590000000004,42758.28,42845.090000000004,42966.68,43310.04,44214.29,43757.07,43476.72,43034.29,44245.35,43992.36,44528.71,44187.17,43809.520000000004,43620.090000000004,43568.450000000004,43788.24,43559.26,43983.4,43635.19,43915.3,42922.4,45293.3,44925.090000000004,44521.6,45196.98,45605.28,46035.590000000004,46245.71
ITH2,,,,,,,,,,,,,,,,44530,44263.57,45091.89,42053.04,42217.86,41769.81,42108.75,41331.12,41817.090000000004,41938.93,41519.14,41481.020000000004,40686.6,41372.54,41132.94,41509.89,41982.61,40185.67,40426.01,39292.46,39206.22,38922.4,38547.31,38126.05,38397.78,37506.090000000004,38737.49,38689.05,37939.15,37935.56,38276.44,38638.64,38815.53
ITH20,,,,,,,,,,,,,,,,44530,44263.57,45091.89,42053.04,42217.86,41769.81,42108.75,41331.12,41817.090000000004,41938.93,41519.14,41481.020000000004,40686.6,41372.54,41132.94,41509.89,41982.61,40185.67,40426.01,39292.46,39206.22,38922.4,38547.31,38126.05,38397.78,37506.090000000004,38737.49,38689.05,37939.15,37935.56,38276.44,38638.64,38815.53
ITH3,,,,,,,,,,,,,,,,38690.520000000004,39401.12,40153.46,38725.67,38903.06,39248.87,39055.79,38874.35,38919.38,39204.26,39345.57,39294.15,39063.700000000004,39223.270000000004,38607.64,39455.9,39380.03,38275.76,38297.93,38262.81,38578.17,38416.11,38257.67,38400.75,38651.71,36141.37,38438.73,38554.22,37197.32,37666.29,38004.07,38362.98,38538.94
ITH31,,,,,,,,,,,,,,,,38690.37,39401.82,40153.36,38725.25,38903.12,39264.97,39584.93,39775.24,39719.46,40028.6,39872.25,40721.49,40169.26,39758.44,40247.21,40022.3,39180.22,38112.19,38053.36,38146.07,38457.69,38207.69,37936.58,38385.75,38713.950000000004,36150.88,38395.71,38513.38,37146.33,37614.39,37951.69,38310.520000000004,38486.26
ITH32,,,,,,,,,,,,,,,,38690.13,39401.67,40152.71,38725.33,38902.48,37799.26,37365.23,37260.85,37497.69,38096.54,37859.83,37222.64,37164.01,37735.8,37729.020000000004,38765.92,38817.63,37871.79,37876.03,37839.04,38037.97,38014.700000000004,37922.33,37913.43,38063.88,35540.91,37872.61,38085.78,36787.85,37252.12,37586.64,37940.89,38114.06
ITH33,,,,,,,,,,,,,,,,38693.89,39398.9,40156.72,38727.3,38905.86,41214.75,39132.51,38454.41,38207.15,38384.96,37460.49,36732.25,36918.49,38930.56,37874.29,37680.41,38885.17,37883.82,37837.590000000004,37769.57,38057.520000000004,37793.700000000004,37585.87,37419.270000000004,37617.89,35414.91,37550.96,37514.71,36401.86,36862.31,37191.17,37540.46,37715.020000000004
ITH34,,,,,,,,,,,,,,,,38690.67,39400.26,40154.16,38725.66,38902.55,39291.78,39472.82,38716.98,38400.43,38358.86,40153.79,39922.520000000004,40060.92,40807.21,38912.53,39345.58,39108.87,38035.06,38226.57,38184.54,38632.94,38527.840000000004,38418.78,38523.020000000004,38799.74,36176.26,38447.06,38651.56,37270.16,37739.73,38078.020000000004,38437.87,38614.21
ITH35,,,,,,,,,,,,,,,,38690.42,39401.11,40154.01,38725.86,38902.36,39604.29,39794.61,39193.93,38993.78,38939.85,39204.25,39819.24,39155.83,38393.270000000004,38246.6,38784.71,38735.38,37629.73,37638.450000000004,37553.21,37880.5,37852.04,37698.01,37804.49,37970.46,35834.93,38156.97,38289.39,36861.58,37326.33,37660.92,38015.55,38189.98
ITH36,,,,,,,,,,,,,,,,38690.340000000004,39401.44,40152.55,38725.24,38904.13,39618.840000000004,38868.83,39275.89,39709.36,40150.46,39740.12,39496.450000000004,39453.41,39499.68,37876.770000000004,40126.87,40669.54,39390.020000000004,39374.020000000004,39284.28,39595.19,39159.55,39074.590000000004,39166.72,39470.950000000004,36802.450000000004,39158.25,39134.72,37774.74,38251.18,38594.26,38959.23,39138.21
ITH37,,,,,,,,,,,,,,,,38689.68,39402.25,40153.99,38728.03,38904.25,40269.23,40365.44,40439.76,41101.340000000004,42030.08,40698.69,39346.53,38611.64,39028.73,39465.54,41838.24,41056.98,39662.450000000004,39811.01,39758.26,39976.19,40145.86,39738.37,39962.48,40422.35,37494.200000000004,39791.78,39803.35,38388.35,38869.08,39218.41,39591.67,39775.46
ITH4,,,,,,,,,,,,,,,,41713.54,42202.33,42915.36,40911.72,41046.87,41028.61,40867.43,40565.57,41145.5,41840.590000000004,41482.58,41178.71,41329.26,41181.97,40562.91,41309.87,41367.71,39832.57,39712.340000000004,39029.71,39356.79,39558.48,39196.24,39321.62,40056.12,37956.950000000004,40025.32,39554.55,38551.58,39360.17,39712.950000000004,40088.19,40272.18
ITH41,,,,,,,,,,,,,,,,41711.92,42203.37,42916.92,40911.41,41048.13,39402.15,38699.07,38524.65,38878.05,39439.23,39624.770000000004,39413.97,38767.16,38373.69,38211.96,40161.32,40962.23,39763.82,39695.9,39117.65,39626.81,39772.6,39325.97,39428.44,40212.8,38053.46,40064.25,39461.33,38524.96,39332.51,39683.4,40060.05,40246.8
ITH42,,,,,,,,,,,,,,,,41714.04,42202.32,42913.4,40909.92,41047.26,43008.48,42979.83,42360.700000000004,42879,43474.53,42341.97,42296.97,43380.41,43603.42,43296.63,43041.24,42293.62,40647.06,40592.270000000004,39952.16,40084.520000000004,40406.340000000004,39946.51,40092.37,40767.43,38643.020000000004,40770.950000000004,40300.48,39293.8,40116.8,40474.89,40857.46,41045.72
ITH43,,,,,,,,,,,,,,,,41710.06,42198.5,42918.66,40918.23,41040.19,39873.13,39484.18,39399.04,40122.85,40926.11,41370.81,40638.5,39120.37,39080.57,39051.89,41563.08,40948.24,39227.17,38804.71,38035.05,38594.340000000004,38749.42,38615.21,38752.270000000004,39192.83,37219.950000000004,39092.67,38605.93,37538.14,38329.25,38676.65,39037.65,39212.74
ITH44,,,,,,,,,,,,,,,,41718,42203.03,42917.71,40911.49,41046.35,39480.98,39984.270000000004,40059.68,41024.39,42146.81,42318.68,41468.67,41533.42,40837.04,38606.24,39108.64,40168.65,38526.74,38368.86,37520.86,37880.950000000004,37978.9,37764.08,37865.9,38768.24,36760.1,38882.28,38589.8,37569.65,38358.54,38704.16,39068.89,39247.36
ITH5,,,,,,,,,,,,,,,,40739.43,41315.71,42053.5,40569.72,40782.700000000004,40889.53,40699.16,40504.590000000004,40481.41,41020.05,41153.57,40705.91,40763.76,40808.44,40159.64,41024.950000000004,40860.88,39982.51,39841.46,39928.51,40264.12,40112.86,40248.72,40340.8,39991.74,38397.29,40527.22,40297.01,38859.64,39818.19,40175.25,40554.74,40740.64
ITH51,,,,,,,,,,,,,,,,40741.92,41315.270000000004,42051.25,40568.61,40785.23,42646.5,42271.79,41594.270000000004,41280.18,41497.25,41248.64,41404.340000000004,42320.16,42281.94,40636.840000000004,39564.53,40870.24,39557.38,39165.82,39417.18,40054.53,40104.88,40298.99,40305.64,40131.5,38251.950000000004,40458.13,40133.4,38864.61,39824.770000000004,40180.23,40562.72,40745.63
ITH52,,,,,,,,,,,,,,,,40739.92,41316.56,42055.3,40570.53,40781.340000000004,41295.47,41471.48,41393.14,41311.51,41759.14,41699.79,40881.47,40372.79,40001.270000000004,40365.03,41700.38,40443.13,39615.91,39466.21,39363.3,39445.12,39303.12,39439.24,39693.4,39399.66,37865.24,39837.9,39636.41,38220.32,39161.62,39511.82,39884.200000000004,40065.69
ITH53,,,,,,,,,,,,,,,,40738.94,41315.11,42053.85,40569.5,40783.090000000004,41279.42,41128.37,41210.39,41485.08,42151.04,42671.61,41458.78,41278.86,41465.46,40683.69,41253.96,40917.97,39877.51,39539.22,39737.25,40105.73,40006.090000000004,40156.33,40035.17,39781.87,38122.63,40244.81,39998.99,38576.87,39528.32,39883.16,40259.64,40444.88
ITH54,,,,,,,,,,,,,,,,40739.22,41317.24,42052.39,40570.39,40782.36,41807.89,41322.31,40901.14,40654.17,41068.88,41044.700000000004,40712.29,41371.46,41543.06,41369.47,41056.49,39562.32,39392.57,39322.83,39380.840000000004,39520.99,39410.68,39619.97,39775.98,39405.78,37641.8,39810.25,39678.69,38337.06,39283.43,39636.020000000004,40010.28,40193.65
ITH55,,,,,,,,,,,,,,,,40739.25,41315.14,42053.54,40569.020000000004,40782.520000000004,38351.13,37678.66,37464.5,37169.72,37639.8,38615.020000000004,38866.520000000004,38141.12,37296.8,37258.37,39422.31,39537.92,38678.18,38562.68,38645.48,39082.47,38941.87,39084.83,39277.68,39139.950000000004,37592.090000000004,39769.770000000004,39593.88,38231.21,39175.03,39526.47,39899.55,40082.69
ITH56,,,,,,,,,,,,,,,,40737.33,41311.37,42055.01,40570.93,40782.89,41104.06,41553.020000000004,42457.58,43496.33,44932.26,43367.49,41667.33,43460.770000000004,45376.65,42289.020000000004,42634.840000000004,42590.86,41676.38,41350.950000000004,41500.53,42110.75,41646.75,41825.64,41929.51,41750.25,40026.01,42194.05,41931.17,40323.06,41317.61,41687.71,42081.63,42275.86
ITH57,,,,,,,,,,,,,,,,40740.55,41318.48,42055.42,40571.340000000004,40784.99,39926.1,41028.97,40401.94,40285.71,40640.31,40243.98,40019.43,39593.25,40491.67,39453.3,40430.88,41106.53,39877.6,39969.79,40031.43,40508.91,40551.67,40653.85,40859.85,40433.88,38840.65,41037.85,40774.15,39279.54,40247.51,40608.06,40992.66,41180.89
