NUTS_CODE;YEAR;MONTH;CDD;HDD
CH061;1998;11;0;497.38
CH061;1998;12;0;563.1
CH061;1999;1;0;523.1
CH061;1999;2;0;542.91
CH061;1999;3;0;389.37
CH061;1999;4;0;291.93
CH061;1999;5;0;96.6
CH061;1999;6;0;82.1
CH061;1999;7;0.56;6.95
CH061;1999;8;0;8.51
CH061;1999;9;0;37.69
CH061;1999;10;0;263.04
CH061;1999;11;0;490.24
CH061;1999;12;0;524.75
CH061;2000;1;0;585.38
CH061;2000;2;0;428.34
CH061;2000;3;0;385.76
CH061;2000;4;0;251.99
CH061;2000;5;0;91.68
CH061;2000;6;0;32.45
CH061;2000;7;0;64.57
CH061;2000;8;0.03;13.84
CH061;2000;9;0;77.31
CH061;2000;10;0;245.13
CH061;2000;11;0;380.67
CH061;2000;12;0;454.76
CH061;2001;1;0;523.6
CH061;2001;2;0;424.84
CH061;2001;3;0;350.09
CH061;2001;4;0;336.29
CH061;2001;5;0;90.72
CH061;2001;6;0;92.26
CH061;2001;7;0;15.71
CH061;2001;8;0;10.89
CH061;2001;9;0;189.86
CH061;2001;10;0;139.37
CH061;2001;11;0;470.27
CH061;2001;12;0;589.6
CH061;2002;1;0;569.69
CH061;2002;2;0;371.92
CH061;2002;3;0;359.16
CH061;2002;4;0;290.73
CH061;2002;5;0;163.56
CH061;2002;6;8.23;32.4
CH061;2002;7;0;8.56
CH061;2002;8;0;17.92
CH061;2002;9;0;138.47
CH061;2002;10;0;255.88
CH061;2002;11;0;360.3
CH061;2002;12;0;460.5
CH061;2003;1;0;571.37
CH061;2003;2;0;573.35
CH061;2003;3;0;346.03
CH061;2003;4;0;277.44
CH061;2003;5;0;113.05
CH061;2003;6;13.26;0
CH061;2003;7;4.01;5.98
CH061;2003;8;42.34;4.39
CH061;2003;9;0;98.97
CH061;2003;10;0;352.84
CH061;2003;11;0;389.46
CH061;2003;12;0;533.27
CH061;2004;1;0;551.91
CH061;2004;2;0;478.16
CH061;2004;3;0;434.58
CH061;2004;4;0;257.83
CH061;2004;5;0;179.35
CH061;2004;6;0.03;52.18
CH061;2004;7;0;28.51
CH061;2004;8;0;14.86
CH061;2004;9;0;89
CH061;2004;10;0;196.72
CH061;2004;11;0;420.32
CH061;2004;12;0;551.08
CH061;2005;1;0;572.7
CH061;2005;2;0;561.71
CH061;2005;3;0;416.77
CH061;2005;4;0;274.81
CH061;2005;5;0;145.3
CH061;2005;6;10.45;45.42
CH061;2005;7;4.15;26.12
CH061;2005;8;0;40.18
CH061;2005;9;0;76.19
CH061;2005;10;0;219.9
CH061;2005;11;0;432.6
CH061;2005;12;0;598.62
CH061;2006;1;0;630.39
CH061;2006;2;0;512.07
CH061;2006;3;0;479.07
CH061;2006;4;0;289.66
CH061;2006;5;0;142.1
CH061;2006;6;0;62.85
CH061;2006;7;22.08;0.22
CH061;2006;8;0;79.92
CH061;2006;9;0;27.86
CH061;2006;10;0;163.19
CH061;2006;11;0;345.07
CH061;2006;12;0;496.89
CH061;2007;1;0;447.39
CH061;2007;2;0;386.34
CH061;2007;3;0;390.85
CH061;2007;4;0;131.12
CH061;2007;5;0;117.48
CH061;2007;6;0;39.76
CH061;2007;7;3.38;41.2
CH061;2007;8;0.02;38.35
CH061;2007;9;0;135.99
CH061;2007;10;0;264.04
CH061;2007;11;0;459.71
CH061;2007;12;0;546.54
CH061;2008;1;0;488.51
CH061;2008;2;0;432.97
CH061;2008;3;0;424.37
CH061;2008;4;0;305.29
CH061;2008;5;0;89.78
CH061;2008;6;5.26;57.16
CH061;2008;7;0;20.4
CH061;2008;8;0;21.69
CH061;2008;9;0;161.81
CH061;2008;10;0;246.61
CH061;2008;11;0;421.95
CH061;2008;12;0;558.69
CH061;2009;1;0;628.25
CH061;2009;2;0;506.01
CH061;2009;3;0;437.51
CH061;2009;4;0;200.64
CH061;2009;5;1.59;84.43
CH061;2009;6;0;47.23
CH061;2009;7;0;16.76
CH061;2009;8;4.55;6.79
CH061;2009;9;0;55.69
CH061;2009;10;0;263.65
CH061;2009;11;0;338.41
CH061;2009;12;0;542.83
CH061;2010;1;0;629.94
CH061;2010;2;0;500.27
CH061;2010;3;0;427.64
CH061;2010;4;0;248.18
CH061;2010;5;0;195.12
CH061;2010;6;0.04;62.4
CH061;2010;7;14.89;10.16
CH061;2010;8;0;41.02
CH061;2010;9;0;127.68
CH061;2010;10;0;282.58
CH061;2010;11;0;398.94
CH061;2010;12;0;603.13
CH061;2011;1;0;544.95
CH061;2011;2;0;436.32
CH061;2011;3;0;378.57
CH061;2011;4;0;203.07
CH061;2011;5;0;101.65
CH061;2011;6;1.57;58.21
CH061;2011;7;0;57.6
CH061;2011;8;4;21.25
CH061;2011;9;0;53.57
CH061;2011;10;0;258.16
CH061;2011;11;0;395.59
CH061;2011;12;0;466.5
CH061;2012;1;0;502.25
CH061;2012;2;0;638.96
CH061;2012;3;0;337.97
CH061;2012;4;0;286.39
CH061;2012;5;0;117.1
CH061;2012;6;4.36;41.28
CH061;2012;7;1.79;16.4
CH061;2012;8;5.02;10.64
CH061;2012;9;0;107.31
CH061;2012;10;0;251.95
CH061;2012;11;0;373.94
CH061;2012;12;0;530.58
CH061;2013;1;0;557.66
CH061;2013;2;0;552.9
CH061;2013;3;0;485.8
CH061;2013;4;0;277.23
CH061;2013;5;0;220.11
CH061;2013;6;5.7;82.64
CH061;2013;7;8.82;1.17
CH061;2013;8;5.36;13.85
CH061;2013;9;0;91.87
CH061;2013;10;0;198.5
CH061;2013;11;0;426.2
CH061;2013;12;0;534.46
CH061;2014;1;0;489.09
CH061;2014;2;0;410.3
CH061;2014;3;0;362.96
CH061;2014;4;0;243.37
CH061;2014;5;0;178.14
CH061;2014;6;0.84;29.64
CH061;2014;7;0;31.12
CH061;2014;8;0;50.41
CH061;2014;9;0;76.31
CH061;2014;10;0;167.32
CH061;2014;11;0;346.92
CH061;2014;12;0;483.88
CH061;2015;1;0;524.97
CH061;2015;2;0;528.97
CH061;2015;3;0;387.58
CH061;2015;4;0;278.07
CH061;2015;5;0;133.34
CH061;2015;6;0;27.29
CH061;2015;7;33.31;6.15
CH062;1978;1;0;643.19
CH062;1978;2;0;583.75
CH062;1978;3;0;539.46
CH062;1978;4;0;422.97
CH062;1978;5;0;300.58
CH062;1978;6;0;168.43
CH062;1978;7;0;121.32
CH062;1978;8;0;121.21
CH062;1978;9;0;231.03
CH062;1978;10;0;348.44
CH062;1978;11;0;494.25
CH062;1978;12;0;616.45
CH062;1979;1;0;751.04
CH062;1979;2;0;572.41
CH062;1979;3;0;570.19
CH062;1979;4;0;511.05
CH062;1979;5;0;333.2
CH062;1979;6;0;188.93
CH062;1979;7;0;162.28
CH062;1979;8;0;200.94
CH062;1979;9;0;229.33
CH062;1979;10;0;320.21
CH062;1979;11;0;547.63
CH062;1979;12;0;575.03
CH062;1980;1;0;703.05
CH062;1980;2;0;544.05
CH062;1980;3;0;562.45
CH062;1980;4;0;527.85
CH062;1980;5;0;376.1
CH062;1980;6;0;279.08
CH062;1980;7;0;223.11
CH062;1980;8;0;131.53
CH062;1980;9;0;186.48
CH062;1980;10;0;410.48
CH062;1980;11;0;529.68
CH062;1980;12;0;686.52
CH062;1981;1;0;726.14
CH062;1981;2;0;627.33
CH062;1981;3;0;485.73
CH062;1981;4;0;383.46
CH062;1981;5;0;333.05
CH062;1981;6;0;201.79
CH062;1981;7;0;196.48
CH062;1981;8;0;133.25
CH062;1981;9;0;231.03
CH062;1981;10;0;406.51
CH062;1981;11;0;522.15
CH062;1981;12;0;693.35
CH062;1982;1;0;605.58
CH062;1982;2;0;558.71
CH062;1982;3;0;598.45
CH062;1982;4;0;472.36
CH062;1982;5;0;317.26
CH062;1982;6;0;182.52
CH062;1982;7;0;94.61
CH062;1982;8;0;169.63
CH062;1982;9;0;165.67
CH062;1982;10;0;389.27
CH062;1982;11;0;463.81
CH062;1982;12;0;607
CH062;1983;1;0;568.42
CH062;1983;2;0;649.84
CH062;1983;3;0;526.84
CH062;1983;4;0;440.97
CH062;1983;5;0;395.16
CH062;1983;6;0;178.09
CH062;1983;7;3.47;40.11
CH062;1983;8;0.45;120.95
CH062;1983;9;0;207.96
CH062;1983;10;0;350.01
CH062;1983;11;0;466.53
CH062;1983;12;0;595
CH062;1984;1;0;670.75
CH062;1984;2;0;675.58
CH062;1984;3;0;628.5
CH062;1984;4;0;480.1
CH062;1984;5;0;421.1
CH062;1984;6;0;231.82
CH062;1984;7;0.63;143.37
CH062;1984;8;0;169.18
CH062;1984;9;0;293.01
CH062;1984;10;0;349.6
CH062;1984;11;0;402.42
CH062;1984;12;0;579.34
CH062;1985;1;0;804.4
CH062;1985;2;0;573
CH062;1985;3;0;608.56
CH062;1985;4;0;440.34
CH062;1985;5;0;305.81
CH062;1985;6;0;259.25
CH062;1985;7;0;91.97
CH062;1985;8;0;154.42
CH062;1985;9;0;158.84
CH062;1985;10;0;305.13
CH062;1985;11;0;637.62
CH062;1985;12;0;528.39
CH062;1986;1;0;688.52
CH062;1986;2;0;709.68
CH062;1986;3;0;555.62
CH062;1986;4;0;515.92
CH062;1986;5;0;258.55
CH062;1986;6;0;198.84
CH062;1986;7;0;147.38
CH062;1986;8;0;154.03
CH062;1986;9;0;217.03
CH062;1986;10;0;308.05
CH062;1986;11;0;459.51
CH062;1986;12;0;609.81
CH062;1987;1;0;759.7
CH062;1987;2;0;569.26
CH062;1987;3;0;672.93
CH062;1987;4;0;403.25
CH062;1987;5;0;411.99
CH062;1987;6;0;263.63
CH062;1987;7;0;127.1
CH062;1987;8;0;143.42
CH062;1987;9;0;137.27
CH062;1987;10;0;314.49
CH062;1987;11;0;500.14
CH062;1987;12;0;524.53
CH062;1988;1;0;555.52
CH062;1988;2;0;605.31
CH062;1988;3;0;630.71
CH062;1988;4;0;396.44
CH062;1988;5;0;272.21
CH062;1988;6;0;223.78
CH062;1988;7;0;138.42
CH062;1988;8;0;119.63
CH062;1988;9;0;246.25
CH062;1988;10;0;308.42
CH062;1988;11;0;532.51
CH062;1988;12;0;600.36
CH062;1989;1;0;538.03
CH062;1989;2;0;478.83
CH062;1989;3;0;452.57
CH062;1989;4;0;468.81
CH062;1989;5;0;266.6
CH062;1989;6;0;229.84
CH062;1989;7;0;118.45
CH062;1989;8;0;131.08
CH062;1989;9;0;230.32
CH062;1989;10;0;324.26
CH062;1989;11;0;492.61
CH062;1989;12;0;511.8
CH062;1990;1;0;557.94
CH062;1990;2;0;425.01
CH062;1990;3;0;467.55
CH062;1990;4;0;469.3
CH062;1990;5;0;238.95
CH062;1990;6;0;215.51
CH062;1990;7;0;113.29
CH062;1990;8;0;99.31
CH062;1990;9;0;259.66
CH062;1990;10;0;294.03
CH062;1990;11;0;533.08
CH062;1990;12;0;691.32
CH062;1991;1;0;609.59
CH062;1991;2;0;609
CH062;1991;3;0;452.95
CH062;1991;4;0;473.49
CH062;1991;5;0;421.41
CH062;1991;6;0;229.48
CH062;1991;7;0;85.69
CH062;1991;8;0;65.97
CH062;1991;9;0;148.58
CH062;1991;10;0;390.98
CH062;1991;11;0;517.3
CH062;1991;12;0;626.5
CH062;1992;1;0;613.95
CH062;1992;2;0;558.68
CH062;1992;3;0;528.08
CH062;1992;4;0;440.85
CH062;1992;5;0;247.18
CH062;1992;6;0;211.43
CH062;1992;7;0;111.99
CH062;1992;8;0.43;60.09
CH062;1992;9;0;221.1
CH062;1992;10;0;450.15
CH062;1992;11;0;444.32
CH062;1992;12;0;580.67
CH062;1993;1;0;549.1
CH062;1993;2;0;552.2
CH062;1993;3;0;563.87
CH062;1993;4;0;389.88
CH062;1993;5;0;255.33
CH062;1993;6;0;175.03
CH062;1993;7;0;172.37
CH062;1993;8;0;120.89
CH062;1993;9;0;266.48
CH062;1993;10;0;403.06
CH062;1993;11;0;551.22
CH062;1993;12;0;589.67
CH062;1994;1;0;614.2
CH062;1994;2;0;551.32
CH062;1994;3;0;429.05
CH062;1994;4;0;476.8
CH062;1994;5;0;288.1
CH062;1994;6;0;174.72
CH062;1994;7;1.09;48.23
CH062;1994;8;0.65;89.9
CH062;1994;9;0;239.54
CH062;1994;10;0;347.49
CH062;1994;11;0;380.96
CH062;1994;12;0;562.9
CH062;1995;1;0;713.25
CH062;1995;2;0;513.77
CH062;1995;3;0;620.31
CH062;1995;4;0;425.88
CH062;1995;5;0;312.97
CH062;1995;6;0;247.9
CH062;1995;7;1.05;60.79
CH062;1995;8;0;151.14
CH062;1995;9;0;310.19
CH062;1995;10;0;264.18
CH062;1995;11;0;529.12
CH062;1995;12;0;634.77
CH062;1996;1;0;581.9
CH062;1996;2;0;665.07
CH062;1996;3;0;602.89
CH062;1996;4;0;410.74
CH062;1996;5;0;313.67
CH062;1996;6;0;164.06
CH062;1996;7;0;156.47
CH062;1996;8;0;168.46
CH062;1996;9;0;326.18
CH062;1996;10;0;376.86
CH062;1996;11;0;517.01
CH062;1996;12;0;631.64
CH062;1997;1;0;614.06
CH062;1997;2;0;508.39
CH062;1997;3;0;465.42
CH062;1997;4;0;454.35
CH062;1997;5;0;289.43
CH062;1997;6;0;208.49
CH062;1997;7;0;164.1
CH062;1997;8;0;80.37
CH062;1997;9;0;168.67
CH062;1997;10;0;363.96
CH062;1997;11;0;485.98
CH062;1997;12;0;615.06
CH062;1998;1;0;616.89
CH062;1998;2;0;458.01
CH062;1998;3;0;577.5
CH062;1998;4;0;478.67
CH062;1998;5;0;301.76
CH062;1998;6;0;204.78
CH062;1998;7;0.41;181.58
CH062;1998;8;0.94;155.02
CH062;1998;9;0;285.4
CH062;1998;10;0;424
CH062;1998;11;0;630.18
CH062;1998;12;0;614.75
CH062;1999;1;0;594.66
CH062;1999;2;0;650.34
CH062;1999;3;0;545.23
CH062;1999;4;0;466.76
CH062;1999;5;0;278.36
CH062;1999;6;0;265.55
UKD37;1987;1;0;535.18
UKD37;1987;2;0;411.21
UKD37;1987;3;0;445.26
UKD37;1987;4;0;258.05
UKD37;1987;5;0;268.2
UKD37;1987;6;0;184.64
UKD37;1987;7;0;71.31
UKD37;1987;8;0;89.72
UKD37;1987;9;0;151.07
UKD37;1987;10;0;287.62
UKD37;1987;11;0;346.97
UKD37;1987;12;0;387.55
UKD37;1988;1;0;410.38
UKD37;1988;2;0;392.46
UKD37;1988;3;0;382.2
UKD37;1988;4;0;313.32
UKD37;1988;5;0;223.82
UKD37;1988;6;0;100.93
UKD37;1988;7;0;108.06
UKD37;1988;8;0;95.82
UKD37;1988;9;0;166.76
UKD37;1988;10;0;259.69
UKD37;1988;11;0;388
UKD37;1988;12;0;329.23
UKD37;1989;1;0;363.53
UKD37;1989;2;0;343.56
UKD37;1989;3;0;349.46
UKD37;1989;4;0;371.15
UKD37;1989;5;0;173.32
UKD37;1989;6;0;122.93
UKD37;1989;7;0;22.59
UKD37;1989;8;0;53.52
UKD37;1989;9;0;121.01
UKD37;1989;10;0;215.59
UKD37;1989;11;0;353.79
UKD37;1989;12;0;435.93
UKD37;1990;1;0;366.66
UKD37;1990;2;0;309.19
UKD37;1990;3;0;311.51
UKD37;1990;4;0;317.79
UKD37;1990;5;0;182.93
UKD37;1990;6;0;137.81
UKD37;1990;7;0;42.13
UKD37;1990;8;5.42;35.69
UKD37;1990;9;0;165.02
UKD37;1990;10;0;204.55
UKD37;1990;11;0;348.06
UKD37;1990;12;0;420.5
UKD37;1991;1;0;479.47
UKD37;1991;2;0;451.4
UKD37;1991;3;0;331.51
UKD37;1991;4;0;314.35
UKD37;1991;5;0;234.13
UKD37;1991;6;0;193.1
UKD37;1991;7;0;17.16
UKD37;1991;8;0;23.86
UKD37;1991;9;0;109.42
UKD37;1991;10;0;250.39
UKD37;1991;11;0;350.12
UKD37;1991;12;0;413.53
UKD37;1992;1;0;451.43
UKD37;1992;2;0;352.57
UKD37;1992;3;0;335.19
UKD37;1992;4;0;287.28
UKD37;1992;5;0;132.8
UKD37;1992;6;0;51.13
UKD37;1992;7;0;44.27
UKD37;1992;8;0;78.3
UKD37;1992;9;0;145.19
UKD37;1992;10;0;329.65
UKD37;1992;11;0;330.27
UKD37;1992;12;0;456.05
UKD37;1993;1;0;392.4
UKD37;1993;2;0;367.28
UKD37;1993;3;0;356
UKD37;1993;4;0;256.45
UKD37;1993;5;0;212.76
UKD37;1993;6;0;95.08
UKD37;1993;7;0;94
UKD37;1993;8;0;109.55
UKD37;1993;9;0;165.16
UKD37;1993;10;0;310.65
UKD37;1993;11;0;410.03
UKD37;1993;12;0;409.04
UKD37;1994;1;0;406.97
UKD37;1994;2;0;423.45
UKD37;1994;3;0;338.72
UKD37;1994;4;0;301.68
UKD37;1994;5;0;236.55
UKD37;1994;6;0;111.72
UKD37;1994;7;0;13.34
UKD37;1994;8;0;72.18
UKD37;1994;9;0;177.93
UKD37;1994;10;0;247.62
UKD37;1994;11;0;242.92
UKD37;1994;12;0;376.11
UKD37;1995;1;0;424.68
UKD37;1995;2;0;330.85
UKD37;1995;3;0;396.83
UKD37;1995;4;0;274.99
UKD37;1995;5;0;187.45
UKD37;1995;6;0;116.9
UKD37;1995;7;2.88;16.37
UKD37;1995;8;6.14;17.73
UKD37;1995;9;0;122.76
UKD37;1995;10;0;150.28
UKD37;1995;11;0;301.52
UKD37;1995;12;0;485.84
UKD37;1996;1;0;422.1
UKD37;1996;2;0;445.2
UKD37;1996;3;0;416.63
UKD37;1996;4;0;281.48
UKD37;1996;5;0;273.64
UKD37;1996;6;0;114.56
UKD37;1996;7;0;61.12
UKD37;1996;8;3.7;25.98
UKD37;1996;9;0;132.62
UKD37;1996;10;0;199.46
UKD37;1996;11;0;365.65
UKD37;1996;12;0;457.93
UKD37;1997;1;0;463.05
UKD37;1997;2;0;318.67
UKD37;1997;3;0;307.79
UKD37;1997;4;0;277.36
UKD37;1997;5;0;191.25
UKD37;1997;6;0;116.4
UKD37;1997;7;0;32.35
UKD37;1997;8;0;9.38
UKD37;1997;9;0;114.29
UKD37;1997;10;0;239.44
UKD37;1997;11;0;284.08
UKD37;1997;12;0;378.5
UKD37;1998;1;0;394.65
UKD37;1998;2;0;283.39
UKD37;1998;3;0;311.7
UKD37;1998;4;0;312.76
UKD37;1998;5;0;142.81
UKD37;1998;6;0;125.78
UKD37;1998;7;0;65.94
UKD37;1998;8;0;51.28
UKD37;1998;9;0;81.98
UKD37;1998;10;0;236.82
UKD37;1998;11;0;354.4
UKD37;1998;12;0;395.65
UKD37;1999;1;0;386.87
UKD37;1999;2;0;357.06
UKD37;1999;3;0;330.49
UKD37;1999;4;0;254.65
UKD37;1999;5;0;151.18
UKD37;1999;6;0;111.26
UKD37;1999;7;0;18.02
UKD37;1999;8;0;56.46
UKD37;1999;9;0;62.11
UKD37;1999;10;0;221.43
UKD37;1999;11;0;307.33
UKD37;1999;12;0;414.7
UKD37;2000;1;0;400.55
UKD37;2000;2;0;338.48
UKD37;2000;3;0;330.72
UKD37;2000;4;0;301.95
UKD37;2000;5;0;177.72
UKD37;2000;6;0;99.24
UKD37;2000;7;0;65.73
UKD37;2000;8;0;24.68
UKD37;2000;9;0;93.49
UKD37;2000;10;0;243.17
UKD37;2000;11;0;335.24
UKD37;2000;12;0;394.25
UKD37;2001;1;0;449.86
UKD37;2001;2;0;384.94
UKD37;2001;3;0;401.56
UKD37;2001;4;0;321.18
UKD37;2001;5;0;153.43
UKD37;2001;6;0;118.5
UKD37;2001;7;0;49.48
UKD37;2001;8;0;34.72
UKD37;2001;9;0;140.15
UKD37;2001;10;0;126.16
UKD37;2001;11;0;308.81
UKD37;2001;12;0;445.56
UKD37;2002;1;0;381.7
UKD37;2002;2;0;310.51
UKD37;2002;3;0;324.79
UKD37;2002;4;0;256.11
UKD37;2002;5;0;183.97
UKD37;2002;6;0;92.99
UKD37;2002;7;0;63.32
UKD37;2002;8;0;17.07
UKD37;2002;9;0;84.44
UKD37;2002;10;0;248.55
UKD37;2002;11;0;286.72
UKD37;2002;12;0;388.39
UKD37;2003;1;0;408.29
UKD37;2003;2;0;380.8
UKD37;2003;3;0;314.61
UKD37;2003;4;0;237.07
UKD37;2003;5;0;187.01
UKD37;2003;6;0;34.28
UKD37;2003;7;2.67;19.57
UKD37;2003;8;2.49;24.97
UKD37;2003;9;0;103.04
UKD37;2003;10;0;274.36
UKD37;2003;11;0;297.69
UKD37;2003;12;0;412.28
UKD37;2004;1;0;395.04
UKD37;2004;2;0;360.71
UKD37;2004;3;0;353.31
UKD37;2004;4;0;250.31
UKD37;2004;5;0;179.39
UKD37;2004;6;0;78.77
UKD37;2004;7;0;74.86
UKD37;2004;8;0;30.06
UKD37;2004;9;0;90.88
UKD37;2004;10;0;239.03
UKD37;2004;11;0;317.11
UKD37;2004;12;0;388.4
UKD37;2005;1;0;369.1
UKD37;2005;2;0;393.17
UKD37;2005;3;0;342.53
UKD37;2005;4;0;291.15
UKD37;2005;5;0;219.91
UKD37;2005;6;0;97.74
UKD37;2005;7;0;53.68
UKD37;2005;8;0;48.6
UKD37;2005;9;0;95.51
UKD37;2005;10;0;160.95
UKD37;2005;11;0;374.4
UKD37;2005;12;0;412.27
UKD37;2006;1;0;430.21
UKD37;2006;2;0;393.31
UKD37;2006;3;0;423.74
UKD37;2006;4;0;299.39
UKD37;2006;5;0;187.83
UKD37;2006;6;0;66.15
UKD37;2006;7;3.02;4.46
UKD37;2006;8;0;44.58
UKD37;2006;9;0;35.57
UKD37;2006;10;0;171.71
UKD37;2006;11;0;308.74
UKD37;2006;12;0;361.6
UKD37;2007;1;0;357.94
UKD37;2007;2;0;344.93
UKD37;2007;3;0;350.29
UKD37;2007;4;0;220.78
UKD37;2007;5;0;203.23
UKD37;2007;6;0;74.83
UKD37;2007;7;0;78.61
UKD37;2007;8;0;70.94
UKD37;2007;9;0;121.9
UKD37;2007;10;0;219.69
UKD37;2007;11;0;322.94
UKD37;2007;12;0;406.73
UKD37;2008;1;0;363.63
UKD41;1978;1;0;412.72
UKD41;1978;2;0;371.62
UKD41;1978;3;0;351.91
UKD41;1978;4;0;278.58
UKD41;1978;5;0;193.43
UKD41;1978;6;0;82.4
UKD41;1978;7;0;0
UKD41;1978;8;0;14.43
UKD41;1978;9;0;112.8
UKD41;1978;10;0;222.5
UKD41;1978;11;0;317.41
UKD41;1978;12;0;401.54
UKD41;1979;1;0;579.44
UKD41;1979;2;0;482.09
UKD41;1979;3;0;437.29
UKD41;1979;4;0;336.77
UKD41;1979;5;0;285.45
UKD41;1979;6;0;127.91
UKD41;1979;7;0;72.88
UKD41;1979;8;0;99.3
UKD41;1979;9;0;143.79
UKD41;1979;10;0;225.21
UKD41;1979;11;0;350.84
UKD41;1979;12;0;400.84
UKD41;1980;1;0;504.22
UKD41;1980;2;0;379.98
UKD41;1980;3;0;437.08
UKD41;1980;4;0;298.74
UKD41;1980;5;0;231.34
UKD41;1980;6;0;147.78
UKD41;1980;7;0;112.87
UKD41;1980;8;0;69.87
UKD41;1980;9;0;103.34
UKD41;1980;10;0;300.61
UKD41;1980;11;0;350.09
UKD41;1980;12;0;392.69
UKD41;1981;1;0;430.97
UKD41;1981;2;0;433.94
UKD41;1981;3;0;351.11
UKD41;1981;4;0;332.5
UKD41;1981;5;0;223.51
UKD41;1981;6;0;155.66
UKD41;1981;7;0;82.25
UKD41;1981;8;0;66.47
UKD41;1981;9;0;104.07
UKD41;1981;10;0;322.15
UKD41;1981;11;0;321.66
UKD41;1981;12;0;580.79
UKD41;1982;1;0;499.53
UKD41;1982;2;0;381.4
UKD41;1982;3;0;392.01
UKD41;1982;4;0;305.79
UKD41;1982;5;0;224.73
UKD41;1982;6;0;105.08
UKD41;1982;7;0;54.19
UKD41;1982;8;0;86.58
UKD41;1982;9;0;124.84
UKD41;1982;10;0;261.33
UKD41;1982;11;0;323.26
UKD41;1982;12;0;445.66
UKD41;1983;1;0;372.19
UKD41;1983;2;0;465.38
UKD41;1983;3;0;376.25
UKD41;1983;4;0;365.66
UKD41;1983;5;0;260.56
UKD41;1983;6;0;131.12
UKD41;1983;7;0;13.59
UKD41;1983;8;0;35.68
UKD41;1983;9;0;149.69
UKD41;1983;10;0;250.1
UKD41;1983;11;0;335.82
UKD41;1983;12;0;396.88
UKD41;1984;1;0;464.23
UKD41;1984;2;0;433.44
UKD41;1984;3;0;432.17
UKD41;1984;4;0;319.49
UKD41;1984;5;0;277.3
UKD41;1984;6;0;126.32
UKD41;1984;7;0;41.84
UKD41;1984;8;0;27.06
UKD41;1984;9;0;143.29
UKD41;1984;10;0;230.73
UKD41;1984;11;0;317.01
UKD41;1984;12;0;412.14
UKD41;1985;1;0;542.62
UKD41;1985;2;0;455.17
UKD41;1985;3;0;437.58
UKD41;1985;4;0;318.71
UKD41;1985;5;0;242.14
UKD41;1985;6;0;187.39
UKD41;1985;7;0;57.73
UKD41;1985;8;0;103.42
UKD41;1985;9;0;101.08
UKD41;1985;10;0;236.55
UKD41;1985;11;0;439.61
UKD41;1985;12;0;399.72
UKD41;1986;1;0;469.75
UKD41;1986;2;0;525.33
UKD41;1986;3;0;423.52
UKD41;1986;4;0;389.88
UKD41;1986;5;0;229.17
UKD41;1986;6;0;120.53
UKD41;1986;7;0;81.02
UKD41;1986;8;0;156.2
UKD41;1986;9;0;221.36
UKD41;1986;10;0;241.12
UKD41;1986;11;0;316.59
UKD41;1986;12;0;374.6
UKD41;1987;1;0;537.6
UKD41;1987;2;0;421.66
UKD41;1987;3;0;442.98
UKD41;1987;4;0;261.81
UKD41;1987;5;0;265.39
UKD41;1987;6;0;183.13
UKD41;1987;7;0;63.13
UKD41;1987;8;0;85.56
UKD41;1987;9;0;147.69
UKD41;1987;10;0;281.55
UKD41;1987;11;0;347.26
UKD41;1987;12;0;397.6
UKD41;1988;1;0;410.78
UKD41;1988;2;0;387.38
UKD41;1988;3;0;382.23
UKD41;1988;4;0;310.86
UKD41;1988;5;0;217.72
UKD41;1988;6;0;98.66
UKD41;1988;7;0;96.55
UKD41;1988;8;0;86.36
UKD41;1988;9;0;159.34
UKD41;1988;10;0;256.82
UKD41;1988;11;0;388.83
UKD41;1988;12;0;329.58
UKD41;1989;1;0;362.57
UKD41;1989;2;0;340.9
UKD41;1989;3;0;351.29
UKD41;1989;4;0;361.15
UKD41;1989;5;0;179.79
UKD41;1989;6;0;123.02
UKD41;1989;7;0;19.45
UKD41;1989;8;0;40.98
UKD41;1989;9;0;119.67
UKD41;1989;10;0;210.97
UKD41;1989;11;0;354.39
UKD41;1989;12;0;442.59
UKD41;1990;1;0;366.39
UKD41;1990;2;0;310.39
UKD41;1990;3;0;313.65
UKD41;1990;4;0;314.29
UKD41;1990;5;0;183.73
UKD41;1990;6;0;136.64
UKD41;1990;7;0;45.48
UKD41;1990;8;3;30.27
UKD41;1990;9;0;160.14
UKD41;1990;10;0;203.01
UKD41;1990;11;0;347.11
UKD41;1990;12;0;418.26
UKD41;1991;1;0;480.39
UKD41;1991;2;0;456.64
UKD41;1991;3;0;336.17
UKD41;1991;4;0;309.44
UKD41;1991;5;0;241.04
UKD41;1991;6;0;188.47
UKD41;1991;7;0;13.97
UKD41;1991;8;0;21.77
UKD41;1991;9;0;109.42
UKD41;1991;10;0;244.05
UKD41;1991;11;0;348.61
UKD41;1991;12;0;415.96
UKD41;1992;1;0;447.27
UKD41;1992;2;0;349.32
UKD41;1992;3;0;330.19
UKD41;1992;4;0;285.29
UKD41;1992;5;0;134.09
UKD41;1992;6;0;54.61
UKD41;1992;7;0;47.77
UKD41;1992;8;0;73.41
UKD41;1992;9;0;141.87
UKD41;1992;10;0;322.38
UKD41;1992;11;0;324.23
UKD41;1992;12;0;449.42
UKD41;1993;1;0;386.71
UKD41;1993;2;0;359.01
UKD41;1993;3;0;353.62
UKD41;1993;4;0;258.98
UKD41;1993;5;0;213.5
UKD41;1993;6;0;98.78
